sku,description,unit_price,category,image_url
90119,METALIC LEAVES BAG CHARMS,2.46,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90120A,PINK MURANO TWIST BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90120B,BLUE MURANO TWIST BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90120C,GREEN MURANO TWIST BRACELET,4.24,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90120D,WHITE MURANO TWIST BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90121B,VINTAGE ROSE BEAD BRACELET BLUE,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90122A,PINK CRYSTAL+GLASS BRACELET,4.96,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90122B,JADE CRYSTAL+GLASS BRACELET,4.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,4.96,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90123A,PINK HEART OF GLASS BRACELET,5.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90123B,TURQUOISE HEART OF GLASS BRACELET,5.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90123C,GREEN HEART OF GLASS BRACELET,5.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90123D,WHITE HEART OF GLASS BRACELET,5.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90124A,PINK MURANO TWIST NECKLACE,9.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90124B,BLUE MURANO TWIST NECKLACE,9.96,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90124C,GREEN MURANO TWIST NECKLACE,9.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90125A,PINK BERTIE GLASS BEAD BAG CHARM,2.10,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,2.10,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,1.65,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,2.10,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,2.10,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90126A,PINK BERTIE MOBILE PHONE CHARM,1.69,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90126B,BLUE BERTIE MOBILE PHONE CHARM,3.36,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90126C,AMBER BERTIE MOBILE PHONE CHARM,3.29,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90127A,PINK BEADS+HAND PHONE CHARM,1.85,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90127B,BLUE BEADS+HAND PHONE CHARM,1.25,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90128A,PINK LEAVES AND BEADS PHONE CHARM,1.25,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90128B,BLUE LEAVES AND BEADS PHONE CHARM,1.25,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90128C,GREEN LEAVES AND BEADS PHONE CHARM,2.46,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,2.48,General,https://api.openverse.org/v1/images/8cd7856c-32b6-46e8-92f3-72ae61d85d56/thumb/
90129A,PINK GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90129B,TURQUOISE GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90129C,GREEN GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90129D,AMBER GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90129E,PURPLE GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90129F,RED GLASS TASSLE BAG CHARM,1.66,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90130A,WHITE STONE/CRYSTAL EARRINGS,2.95,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90130B,TURQ STONE/CRYSTAL EARRINGS,2.95,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90130C,GREEN STONE/CRYSTAL EARRINGS,2.96,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90130D,RED STONE/CRYSTAL EARRINGS,2.96,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90131,PINK/AMETHYST/GOLD NECKLACE,6.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,5.09,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90133,TEAL/FUSCHIA COL BEAD NECKLACE,5.09,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90134,OLD ROSE COMBO BEAD NECKLACE,2.96,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,4.98,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90135A,ORANGE/FUSCHIA STONES NECKLACE,4.96,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90136,PALE PINK/AMETHYST STONE NECKLACE,9.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90137,PINK COMBO MINI CRYSTALS NECKLACE,4.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90138,WHITE/PINK MINI CRYSTALS NECKLACE,5.46,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90139,FLOWER BROOCH 4 ASSORTED COLOURS,5.20,General,https://api.openverse.org/v1/images/d2ee2733-1dcb-4688-878a-30c3ce79215f/thumb/
90140,PINK SWEETIE NECKLACE,7.57,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,5.40,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,5.04,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,5.40,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,5.51,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,4.95,General,
90142A,GREEN PENDANT SHELL NECKLACE,5.09,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90142B,IVORY PENDANT SHELL NECKLACE,5.09,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90142C,ROSE PINK PENDANT SHELL NECKLACE,5.09,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90142D,MOP PENDANT SHELL NECKLACE,4.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90143,SILVER BRACELET W PASTEL FLOWER,7.50,General,
90144,SILVER DROP EARRINGS WITH FLOWER,3.75,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90145,SILVER HOOP EARRINGS WITH FLOWER,5.95,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90146,FINE SILVER NECKLACE W PASTEL FLOWE,7.50,General,https://api.openverse.org/v1/images/29566434-a463-4899-9a7c-9a9223bd3298/thumb/
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,9.95,General,https://api.openverse.org/v1/images/29566434-a463-4899-9a7c-9a9223bd3298/thumb/
90148,LONG SILVER NECKLACE PASTEL FLOWER,12.75,General,
90149,SILVER FLOWR PINK SHELL NECKLACE,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90150,BLUE SHELL+SILVER NECKLACE,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90151,SILVER/NATURAL SHELL NECKLACE,8.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,5.95,General,
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,5.95,General,
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,5.95,General,
90154,LAZER CUT NECKLACE W PASTEL BEADS,8.95,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90155,RESIN NECKLACE W PASTEL BEADS,7.50,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90156,RESIN BRACELET W PASTEL BEADS,4.95,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90157,RIVIERA NECKLACE,4.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90158,ST TROPEZ NECKLACE,4.98,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90159,COTE D'AZURE NECKLACE,4.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90160A,PURPLE BOUDICCA LARGE BRACELET,6.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90160B,RED BOUDICCA LARGE BRACELET,6.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90160C,TURQ+RED BOUDICCA LARGE BRACELET,6.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90160D,PINK BOUDICCA LARGE BRACELET,6.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90161A,ANT COPPER RED BOUDICCA BRACELET,5.04,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90161B,ANT COPPER TURQ BOUDICCA BRACELET,4.98,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90161C,ANT COPPER LIME BOUDICCA BRACELET,4.98,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90161D,ANT COPPER PINK BOUDICCA BRACELET,4.98,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90162A,ANT SILVER TURQUOISE BOUDICCA RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90162B,ANT SILVER LIME GREEN BOUDICCA RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90162C,ANT SILVER FUSCHIA BOUDICCA RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90162D,ANT SILVER PURPLE BOUDICCA RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90163A,PINK ROSEBUD & PEARL NECKLACE,7.64,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90163B,WHITE ROSEBUD & PEARL NECKLACE,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90164A,PINK ROSEBUD PEARL BRACELET,7.64,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90164B,WHITE  ROSEBUD PEARL BRACELET,7.64,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90165A,PINK ROSEBUD PEARL EARRINGS,2.54,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90165B,WHITE ROSEBUD  PEARL EARRINGS,2.54,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90166,PINK & WHITE ROSEBUD RING,4.24,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90167,BEADED LOVE HEART JEWELLERY SET,0.85,General,
90168,2 DAISIES HAIR COMB,2.95,General,https://api.openverse.org/v1/images/e96e59c0-6e4d-460a-9e9b-a222c096baa5/thumb/
90169,DAISY HAIR COMB,2.54,General,https://api.openverse.org/v1/images/e96e59c0-6e4d-460a-9e9b-a222c096baa5/thumb/
90170,DAISY HAIR BAND,1.65,General,https://api.openverse.org/v1/images/57fc17a9-c7ec-4b68-914d-743a736ce6d8/thumb/
90171,DAISY RING,1.26,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90173,PAIR BUTTERFLY HAIR CLIPS,3.81,General,https://api.openverse.org/v1/images/dfed723f-0d7e-4814-900e-01daa1b92abc/thumb/
90174,BUTTERFLY HAIR BAND,2.54,General,https://api.openverse.org/v1/images/57fc17a9-c7ec-4b68-914d-743a736ce6d8/thumb/
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9.15,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90175B,PINK GLASS CHUNKY CHARM BRACELET,9.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90175C,BLUE GLASS CHUNKY CHARM BRACELET,8.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,9.15,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90176A,CLASSIC DIAMANTE NECKLACE JET,7.50,General,
90176B,DIAMANTE NECKLACE BLACK,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90176C,DIAMANTE NECKLACE,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90176D,DIAMANTE NECKLACE PURPLE,7.50,General,
90176E,DIAMANTE NECKLACE GREEN,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90177A,CLASSIC DIAMANTE EARRINGS JET,2.90,General,
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,2.95,General,https://api.openverse.org/v1/images/902430ae-20ac-45f4-a95c-14ed93cee761/thumb/
90177C,DROP DIAMANTE EARRINGS CRYSTAL,2.95,General,https://api.openverse.org/v1/images/672e43ed-912f-44dd-9e0b-ad18228743d0/thumb/
90177D,DROP DIAMANTE EARRINGS PURPLE,2.95,General,
90177E,DROP DIAMANTE EARRINGS GREEN,2.96,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,11.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,11.95,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90179A,AMBER FINE BEAD NECKLACE W TASSEL,5.95,General,
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,5.95,General,
90179C,BLACK FINE BEAD NECKLACE W TASSEL,5.95,General,
90180A,BLACK+WHITE NECKLACE W TASSEL,9.95,General,
90180B,PURPLE AMETHYST NECKLACE W TASSEL,9.95,General,
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,9.15,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,9.25,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,9.34,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90182A,AMBER 3 BEAD DROP EARRINGS,2.90,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90182B,AMETHYST 3 BEAD DROP EARRINGS,2.90,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90182C,BLACK 3 BEAD DROP EARRINGS,2.90,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90183A,AMBER DROP EARRINGS W LONG BEADS,2.95,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90183B,AMETHYST DROP EARRINGS W LONG BEADS,2.90,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90183C,BLACK DROP EARRINGS W LONG BEADS,2.90,General,https://api.openverse.org/v1/images/7eabdd52-92e2-4e83-bc31-103cfb50608d/thumb/
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,9.05,General,
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,8.95,General,
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,8.95,General,
90185A,AMBER DIAMANTE EXPANDABLE RING,4.24,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90185B,AMETHYST DIAMANTE EXPANDABLE RING,4.25,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90185C,BLACK DIAMANTE EXPANDABLE RING,4.25,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,4.25,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90186A,AMETHYST HOOP EARRING FLORAL LEAF,2.95,General,
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,2.95,General,
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,3.39,General,https://api.openverse.org/v1/images/202fdbd6-ae8f-4e6f-9d09-6f175a169b44/thumb/
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,3.37,General,https://api.openverse.org/v1/images/202fdbd6-ae8f-4e6f-9d09-6f175a169b44/thumb/
90188,DROP EARRINGS W FLOWER & LEAF,2.54,General,
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,7.50,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90189B,GOLD 2 STRAND NECKLACE-LEAF CHARMS,7.50,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,2.95,General,
90190B,GOLD/AMBER DROP EARRINGS W LEAF,2.95,General,
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,2.95,General,
90191,SILVER LARIAT 40CM,12.75,General,
90192,JADE DROP EARRINGS W FILIGREE,4.98,General,https://api.openverse.org/v1/images/382b66c7-0d28-43de-8015-969052af6275/thumb/
90194,SILVER LARIAT BLACK STONE EARRINGS,4.25,General,https://api.openverse.org/v1/images/32cb1dfd-fc0a-4862-a94f-335810261a92/thumb/
90195A,PURPLE GEMSTONE BRACELET,8.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90195B,BLACK GEMSTONE BRACELET,8.95,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90196A,PURPLE GEMSTONE NECKLACE 45CM,12.75,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90196B,BLACK GEMSTONE NECKLACE 45CM,12.75,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90197B,BLACK GLASS BRACELET W HEART CHARMS,5.09,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90197D,AMBER GLASS BRACELET HEART CHARMS,4.95,General,https://api.openverse.org/v1/images/ecb3ac65-b267-4f03-b28e-fc8aa6e8f092/thumb/
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,4.24,General,
90198B,VINTAGE ROSE BEAD BRACELET BLACK,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90199A,5 STRAND GLASS NECKLACE BLACK,6.35,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90199B,5 STRAND GLASS NECKLACE AMETHYST,6.35,General,https://api.openverse.org/v1/images/17fe51e8-52ed-422a-a28b-0fd9489bbd1c/thumb/
90199C,5 STRAND GLASS NECKLACE CRYSTAL,6.35,General,https://api.openverse.org/v1/images/672e43ed-912f-44dd-9e0b-ad18228743d0/thumb/
90199D,5 STRAND GLASS NECKLACE AMBER,6.35,General,https://api.openverse.org/v1/images/516f5d39-fd01-4d21-a366-b3608ae5e802/thumb/
90200A,PURPLE SWEETHEART BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90200B,BLACK SWEETHEART BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90200C,BLUE SWEETHEART BRACELET,4.24,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90200D,PINK SWEETHEART BRACELET,4.24,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90200E,GREEN SWEETHEART BRACELET,4.25,General,https://api.openverse.org/v1/images/3071146c-0c2c-4b0e-bf20-1bdcd5a4fd18/thumb/
90201A,PURPLE ENAMEL FLOWER RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90201B,BLACK ENAMEL FLOWER RING,2.96,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90201C,RED ENAMEL FLOWER RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90201D,GREEN ENAMEL FLOWER RING,2.95,General,https://api.openverse.org/v1/images/39e17456-3795-4ef9-9fba-143906935f6f/thumb/
90202A,PURPLE ENAMEL FLOWER HAIR TIE,2.95,General,
90202B,WHITE ENAMEL FLOWER HAIR TIE,2.92,General,
90202C,GREEN ENAMEL FLOWER HAIR TIE,2.96,General,
90202D,PINK ENAMEL FLOWER HAIR TIE,2.95,General,
90203,SILVER CHARM NECKLACE 70CM,7.50,General,https://api.openverse.org/v1/images/43a141c2-6487-4745-8676-c49ceadf41d1/thumb/
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,3.35,General,https://api.openverse.org/v1/images/6cc10279-dba9-4892-a482-1d54378fbdfb/thumb/
90205A,LARGE MINT DIAMANTE HAIRSLIDE,1.69,General,https://api.openverse.org/v1/images/b58db34e-8442-4a07-ad6b-c3680049c0f3/thumb/
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,1.65,General,https://api.openverse.org/v1/images/b58db34e-8442-4a07-ad6b-c3680049c0f3/thumb/
90206A,GOLD DIAMANTE STAR BROOCH,4.96,General,https://api.openverse.org/v1/images/7082bbc0-dbe1-4287-8b88-4f36df256af3/thumb/
90206C,CRYSTAL DIAMANTE STAR BROOCH,4.98,General,https://api.openverse.org/v1/images/7082bbc0-dbe1-4287-8b88-4f36df256af3/thumb/
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,2.54,General,
90209A,PURPLE ENAMEL+GLASS HAIR COMB,2.10,General,https://api.openverse.org/v1/images/e96e59c0-6e4d-460a-9e9b-a222c096baa5/thumb/
90209B,GREEN ENAMEL+GLASS HAIR COMB,2.11,General,https://api.openverse.org/v1/images/e96e59c0-6e4d-460a-9e9b-a222c096baa5/thumb/
